word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million
chip,1750,B2,n,/tʃˈɪp/,con chip; miếng nhỏ,The computer chip is tiny.,TRUE,1910,55.81,38
winner,1751,B2,n,/wˈɪnɚ/,người thắng cuộc,She was the winner of the race.,FALSE,1911,55.81,38
encounter,1752,B2,v,/ɪnkˈaʊntɚ/,"gặp phải, chạm trán",We encountered some problems.,FALSE,1912,55.81,38
brown,1753,B2,adj,/bɹˈaʊn/,màu nâu,He has brown eyes.,FALSE,1913,55.81,38
breathe,1754,B2,v,/bɹˈið/,"thở, hít thở",Breathe slowly and relax.,FALSE,1914,55.81,38
excuse,1755,B2,n,/ɪkskjˈus/,"lời bào chữa, lý do",That is a poor excuse.,FALSE,1915,55.8,38
partly,1756,B2,adv,/pˈɑɹtli/,một phần,The sky is partly cloudy.,FALSE,1916,55.8,38
tennis,1757,B2,n,/tˈɛnəs/,quần vợt,They play tennis on Sundays.,FALSE,1917,55.79,38
urban,1758,B2,adj,/ˈɝbən/,thuộc đô thị,Urban life is very fast.,FALSE,1918,55.79,38
confuse,1759,B2,v,/kənfjˈuz/,"làm bối rối, nhầm lẫn",The signs confused the drivers.,FALSE,1919,55.79,38
southern,1760,B2,adj,/sˈʌðɚn/,thuộc phía nam,She lives in southern France.,FALSE,1920,55.79,38
output,1761,B2,n,/ˈaʊtpˌʊt/,sản lượng; đầu ra,The factory increased its output.,FALSE,1921,55.79,38
beauty,1762,B2,n,/bjˈuti/,"vẻ đẹp, sắc đẹp",The beauty of the lake amazed us.,FALSE,1922,55.79,38
massive,1763,B2,adj,/mˈæsɪv/,"đồ sộ, khổng lồ",It was a massive building.,FALSE,1923,55.79,38
install,1764,B2,v,/ˌɪnstˈɔl/,lắp đặt; cài đặt,They installed a new system.,FALSE,1924,55.78,38
calculate,1765,B2,v,/kˈælkjəlˌeɪt/,tính toán,Calculate the total cost.,FALSE,1925,55.78,38
mouse,1766,B2,n,/mˈaʊs/,con chuột; chuột máy tính,The mouse ran under the table.,TRUE,1926,55.78,38
mathematics,1767,B2,n,/mˌæθəmˈætɪks/,toán học,He teaches mathematics.,FALSE,1927,55.77,38
upper,1768,B2,adj,/ˈʌpɚ/,"trên, phía trên",The books are on the upper shelf.,FALSE,1928,55.77,38
creation,1769,B2,n,/kɹiˈeɪʃən/,"sự sáng tạo, tạo ra",This app is her creation.,FALSE,1929,55.76,38
occupy,1770,B2,v,/ˈɑkjəpˌaɪ/,chiếm; chiếm giữ,Reading occupies my free time.,FALSE,1930,55.76,38
outline,1771,B2,n,/ˈaʊtlˌaɪn/,dàn ý; đường viền,Write an outline first.,FALSE,1931,55.76,38
sufficient,1772,B2,adj,/səfˈɪʃənt/,"đủ, đầy đủ",We have sufficient time.,FALSE,1932,55.76,38
update,1773,B2,v,/əpdˈeɪt/,cập nhật,Please update the software.,FALSE,1933,55.76,38
luck,1774,B2,n,/lˈʌk/,sự may mắn,Good luck on your test!,FALSE,1934,55.75,38
preserve,1775,B2,v,/pɹəzˈɝv/,"bảo tồn, giữ gìn",We must preserve nature.,FALSE,1935,55.75,38
split,1776,B2,v,/splˈɪt/,"chia, tách",Let's split the bill.,FALSE,1936,55.75,38
swing,1777,B2,v,/swˈɪŋ/,"đung đưa, vung",The children swing in the park.,FALSE,1937,55.75,38
illness,1778,B2,n,/ˈɪlnəs/,"bệnh, sự ốm đau",She recovered from a long illness.,FALSE,1938,55.75,38
journalist,1779,B2,n,/dʒˈɝnələst/,nhà báo,The journalist wrote a report.,FALSE,1939,55.75,38
sudden,1780,B2,adj,/sˈʌdən/,"đột ngột, bất ngờ",There was a sudden change.,FALSE,1940,55.75,38
advertisement,1781,B2,n,/ædvˈɝtəzmənt/,quảng cáo,I saw an advertisement for the job.,FALSE,1941,55.74,38
consistent,1782,B2,adj,/kənsˈɪstənt/,"nhất quán, kiên định",Her work is very consistent.,FALSE,1942,55.74,38
originally,1783,B2,adv,/ɚˈɪdʒənəli/,"ban đầu, vốn dĩ",She originally came from Hue.,FALSE,1943,55.73,37
aside,1784,B2,adv,/əsˈaɪd/,sang một bên,"Step aside, please.",FALSE,1944,55.73,37
comfort,1785,B2,n,/kˈʌmfɚt/,sự thoải mái; niềm an ủi,The chair gives great comfort.,FALSE,1945,55.71,37
secondly,1786,B2,adv,/sˈɛkəndli/,thứ hai (là),"Secondly, we need more time.",FALSE,1946,55.71,37
severe,1787,B2,adj,/səvˈɪɹ/,nghiêm trọng; khắc nghiệt,The storm was severe.,FALSE,1947,55.7,37
gene,1788,B2,n,/dʒˈin/,gen (di truyền),This gene causes eye color.,FALSE,1948,55.7,37
prospect,1789,B2,n,/pɹˈɑspɛkt/,"triển vọng, viễn cảnh",The job has good prospects.,FALSE,1949,55.7,37
snow,1790,B2,n,/snˈoʊ/,tuyết,The snow covered the ground.,FALSE,1950,55.7,37
plot,1791,B2,n,/plˈɑt/,cốt truyện; âm mưu; mảnh đất,The film has a great plot.,FALSE,1951,55.7,37
neck,1792,B2,n,/nˈɛk/,cổ,She wore a scarf around her neck.,TRUE,1952,55.69,37
criteria,1793,B2,n,/kɹaɪtˈɪɹiə/,tiêu chí,The judges use strict criteria.,FALSE,1953,55.67,37
primarily,1794,B2,adv,/pɹaɪmˈɛɹəli/,chủ yếu,The book is primarily for students.,FALSE,1954,55.67,37
integrate,1795,B2,v,/ˈɪntəɡɹˌeɪt/,"tích hợp, hòa nhập",The system integrates two apps.,FALSE,1955,55.67,37
criticism,1796,B2,n,/kɹˈɪtɪsˌɪzəm/,"sự chỉ trích, phê bình",She accepted the criticism.,FALSE,1956,55.66,37
convention,1797,B2,n,/kənvˈɛnʃən/,hội nghị; quy ước,They attended a business convention.,FALSE,1957,55.66,37
bet,1798,B2,v,/bˈɛt/,cá cược,I bet you can't guess.,FALSE,1958,55.66,37
retain,1799,B2,v,/ɹɪtˈeɪn/,giữ lại,The soil retains water well.,FALSE,1959,55.66,37
sequence,1800,B2,n,/sˈikwəns/,"trình tự, chuỗi",Put the steps in the right sequence.,FALSE,1960,55.66,37
plain,1801,B2,adj,/plˈeɪn/,đơn giản; trơn; rõ ràng,She wore a plain white shirt.,FALSE,1961,55.65,37
volunteer,1802,B2,n,/vˌɑləntˈɪɹ/,tình nguyện viên,She works as a volunteer.,FALSE,1962,55.64,37
rural,1803,B2,adj,/ɹˈʊɹəl/,thuộc nông thôn,They live in a rural area.,FALSE,1963,55.64,37
calm,1804,B2,adj,/kˈɑm/,bình tĩnh; yên lặng,Stay calm during the test.,FALSE,1964,55.64,37
abandon,1805,B2,v,/əbˈændən/,"từ bỏ, bỏ rơi",They abandoned the old house.,FALSE,1965,55.64,37
examination,1806,B2,n,/ɪɡzˌæmənˈeɪʃən/,kỳ thi; sự kiểm tra,The medical examination was quick.,FALSE,1966,55.64,37
silence,1807,B2,n,/sˈaɪləns/,sự im lặng,There was a long silence.,FALSE,1967,55.64,37
rapidly,1808,B2,adv,/ɹˈæpədli/,nhanh chóng,The city is growing rapidly.,FALSE,1968,55.63,37
efficient,1809,B2,adj,/ɪfˈɪʃənt/,hiệu quả,This is an efficient method.,FALSE,1969,55.62,37
revolution,1810,B2,n,/ɹˌɛvəlˈuʃən/,cuộc cách mạng,The industrial revolution changed life.,FALSE,1970,55.62,36
delight,1811,B2,n,/dɪlˈaɪt/,niềm vui thích,The gift brought her delight.,FALSE,1971,55.62,36
spell,1812,B2,v,/spˈɛl/,đánh vần,Can you spell your name?,FALSE,1972,55.61,36
premise,1813,B2,n,/pɹˈɛmɪs/,tiền đề; cơ sở,The argument is based on a false premise.,FALSE,1973,55.61,36
lean,1814,B2,v,/lˈin/,dựa; nghiêng,Don't lean on the wall.,FALSE,1974,55.6,36
dramatic,1815,B2,adj,/dɹəmˈætɪk/,kịch tính; đột ngột,There was a dramatic change.,FALSE,1975,55.6,36
differ,1816,B2,v,/dˈɪfɚ/,khác nhau,Our opinions differ.,FALSE,1976,55.59,36
grateful,1817,B2,adj,/ɡɹˈeɪtfəl/,biết ơn,I am grateful for your help.,FALSE,1977,55.59,36
protein,1818,B2,n,/pɹˈoʊtˌin/,"chất đạm, protein",Eggs are rich in protein.,FALSE,1978,55.59,36
bike,1819,B2,n,/bˈaɪk/,xe đạp,I ride my bike to work.,TRUE,1979,55.59,36
distribute,1820,B2,v,/dɪstɹˈɪbjut/,"phân phát, phân phối",They distributed food to the poor.,FALSE,1980,55.58,36
intellectual,1821,B2,adj,/ˌɪntəlˈɛktʃuəl/,"trí tuệ, trí thức",She enjoys intellectual talks.,FALSE,1981,55.58,36
derive,1822,B2,v,/dɚˈaɪv/,bắt nguồn; thu được,This word derives from Latin.,FALSE,1982,55.58,36
crucial,1823,B2,adj,/kɹˈuʃəl/,"quan trọng, then chốt",Sleep is crucial for health.,FALSE,1983,55.58,36
unemployment,1824,B2,n,/ˌʌnɪmplˈɔɪmənt/,tình trạng thất nghiệp,Unemployment rose last year.,FALSE,1984,55.57,36
wheel,1825,B2,n,/wˈil/,bánh xe; vô lăng,The car has four wheels.,TRUE,1985,55.57,36
crop,1826,B2,n,/kɹˈɑp/,"mùa màng, cây trồng",The rice crop was good this year.,TRUE,1986,55.57,36
minority,1827,B2,n,/maɪnˈɔɹəti/,thiểu số,Only a minority disagreed.,FALSE,1987,55.57,36
origin,1828,B2,n,/ˈɔɹədʒən/,"nguồn gốc, xuất xứ",The word has a Greek origin.,FALSE,1988,55.57,36
interpretation,1829,B2,n,/ˌɪntˌɝpɹɪtˈeɪʃən/,"sự giải thích, diễn giải",There are many interpretations.,FALSE,1989,55.57,36
gentleman,1830,B2,n,/dʒˈɛntəlmən/,"quý ông, người lịch thiệp",He is a true gentleman.,FALSE,1990,55.56,36
drama,1831,B2,n,/dɹˈɑmə/,kịch; chính kịch,She studies drama at college.,FALSE,1991,55.56,36
landscape,1832,B2,n,/lˈændskˌeɪp/,phong cảnh,The mountain landscape is beautiful.,FALSE,1992,55.56,36
educate,1833,B2,v,/ˈɛdʒəkˌeɪt/,"giáo dục, dạy dỗ",Schools educate young people.,FALSE,1993,55.56,36
toy,1834,B2,n,/tˈɔɪ/,đồ chơi,The child played with a toy.,TRUE,1994,55.55,36
fault,1835,B2,n,/fˈɔlt/,lỗi; khuyết điểm,"It was my fault, sorry.",FALSE,1995,55.55,36
exhibit,1836,B2,v,/ɪɡzˈɪbɪt/,trưng bày,The museum exhibits old coins.,FALSE,1996,55.55,36
minor,1837,B2,adj,/mˈaɪnɚ/,"nhỏ, thứ yếu",It is only a minor problem.,FALSE,1997,55.54,36
hunt,1838,B2,v,/hˈʌnt/,săn bắt,Lions hunt for food at night.,FALSE,1998,55.53,36
storm,1839,B2,n,/stˈɔɹm/,cơn bão,A big storm is coming.,FALSE,1999,55.53,36
thick,1840,B2,adj,/θˈɪk/,dày; đặc,The wall is very thick.,FALSE,2000,55.53,36
achievement,1841,B2,n,/ətʃˈivmənt/,"thành tựu, thành tích",Winning was a great achievement.,FALSE,2001,55.53,36
negotiate,1842,B2,v,/nəɡˈoʊʃiˌeɪt/,"đàm phán, thương lượng",They negotiated a better price.,FALSE,2002,55.53,36
dominate,1843,B2,v,/dˈɑmənˌeɪt/,"thống trị, chi phối",One team dominated the game.,FALSE,2003,55.52,36
supplier,1844,B2,n,/səplˈaɪɚ/,nhà cung cấp,We found a new supplier.,FALSE,2004,55.51,36
prize,1845,B2,n,/pɹˈaɪz/,giải thưởng,She won first prize.,TRUE,2005,55.51,36
typically,1846,B2,adv,/tˈɪpɪkli/,"thường, điển hình",I typically start work at eight.,FALSE,2006,55.51,36
peer,1847,B2,n,/pˈɪɹ/,"người ngang hàng, bạn đồng trang",Students learn from their peers.,FALSE,2007,55.51,36
pension,1848,B2,n,/pˈɛnʃən/,lương hưu,He lives on a small pension.,FALSE,2008,55.51,36
wing,1849,B2,n,/wˈɪŋ/,cánh (chim/máy bay),The bird spread its wings.,TRUE,2009,55.51,36
acquisition,1850,B2,n,/ˌækwəzˈɪʃən/,sự thu nhận; sự mua lại,Language acquisition takes time.,FALSE,2010,55.51,36
laughter,1851,B2,n,/lˈæftɚ/,tiếng cười,The room was full of laughter.,FALSE,2011,55.5,36
deeply,1852,B2,adv,/dˈipli/,sâu sắc,She was deeply moved.,FALSE,2012,55.5,36
recognition,1853,B2,n,/ɹˌɛkəɡnˈɪʃən/,sự công nhận; sự nhận ra,She got recognition for her work.,FALSE,2013,55.5,35
electricity,1854,B2,n,/ɪlˌɛktɹˈɪsəti/,điện,The storm cut off the electricity.,FALSE,2014,55.5,35
assistance,1855,B2,n,/əsˈɪstəns/,sự trợ giúp,Thank you for your assistance.,FALSE,2015,55.5,35
roof,1856,B2,n,/ɹˈuf/,mái nhà,The roof needs repair.,TRUE,2016,55.5,35
retirement,1857,B2,n,/ɹitˈaɪɚmənt/,sự nghỉ hưu,He is enjoying his retirement.,FALSE,2017,55.5,35
respectively,1858,B2,adv,/ɹɪspˈɛktɪvli/,"theo thứ tự, lần lượt","They came first and second, respectively.",FALSE,2018,55.49,35
variation,1859,B2,n,/vˌɛɹiˈeɪʃən/,"sự thay đổi, biến thể",There is some variation in price.,FALSE,2019,55.49,35
ultimately,1860,B2,adv,/ˈʌltəmətli/,"cuối cùng, rốt cuộc","Ultimately, the choice is yours.",FALSE,2020,55.49,35
proof,1861,B2,n,/pɹˈuf/,bằng chứng,Do you have any proof?,FALSE,2021,55.48,35
soil,1862,B2,n,/sˈɔɪl/,đất (trồng trọt),The soil here is very rich.,TRUE,2022,55.48,35
smart,1863,B2,adj,/smˈɑɹt/,thông minh; bảnh bao,She is a smart student.,FALSE,2023,55.48,35
layer,1864,B2,n,/lˈeɪɚ/,"lớp, tầng",Add a layer of cheese.,FALSE,2024,55.48,35
upset,1865,B2,adj,/əpsˈɛt/,"buồn bực, khó chịu",She was upset by the news.,FALSE,2025,55.48,35
tooth,1866,B2,n,/tˈuθ/,cái răng,The child lost a tooth.,TRUE,2026,55.47,35
representation,1867,B2,n,/ɹˌɛpɹəzɛntˈeɪʃən/,sự đại diện; sự thể hiện,The map is a representation of the area.,FALSE,2027,55.47,35
preparation,1868,B2,n,/pɹˌɛpɚˈeɪʃən/,sự chuẩn bị,Good preparation is important.,FALSE,2028,55.47,35
dispute,1869,B2,n,/dɪspjˈut/,"tranh chấp, tranh cãi",They had a legal dispute.,FALSE,2029,55.47,35
agenda,1870,B2,n,/ədʒˈɛndə/,chương trình nghị sự,What is on the agenda today?,FALSE,2030,55.46,35
emphasis,1871,B2,n,/ˈɛmfəsəs/,sự nhấn mạnh,She put emphasis on grammar.,FALSE,2031,55.46,35
edition,1872,B2,n,/ədˈɪʃən/,"ấn bản, lần xuất bản",This is the first edition.,TRUE,2032,55.46,35
silver,1873,B2,n,/sˈɪlvɚ/,bạc,The ring is made of silver.,TRUE,2033,55.46,35
entertainment,1874,B2,n,/ˌɛntɚtˈeɪnmənt/,sự giải trí,The park offers great entertainment.,FALSE,2034,55.46,35
honest,1875,B2,adj,/ˈɑnəst/,"trung thực, thật thà",She is an honest person.,FALSE,2035,55.46,35
undertake,1876,B2,v,/ˈʌndɚtˌeɪk/,"đảm nhận, tiến hành",They undertook a big project.,FALSE,2036,55.44,35
retail,1877,B2,n,/ɹˈitˌeɪl/,bán lẻ,She works in retail.,FALSE,2037,55.44,35
wire,1878,B2,n,/wˈaɪɚ/,dây (điện/kim loại),Connect the red wire first.,TRUE,2038,55.44,35
unlikely,1879,B2,adj,/ənlˈaɪkli/,khó xảy ra,It is unlikely to rain today.,FALSE,2039,55.44,35
gay,1880,B2,adj,/ɡˈeɪ/,đồng tính; vui vẻ,He is a gay rights supporter.,FALSE,2040,55.43,35
publication,1881,B2,n,/pˌʌblɪkˈeɪʃən/,sự xuất bản; ấn phẩm,This is a monthly publication.,FALSE,2041,55.43,35
slight,1882,B2,adj,/slˈaɪt/,"nhỏ, nhẹ",There is a slight difference.,FALSE,2042,55.43,35
unknown,1883,B2,adj,/ənnˈoʊn/,"chưa biết, vô danh",The cause is still unknown.,FALSE,2043,55.43,35
framework,1884,B2,n,/fɹˈeɪmwˌɝk/,"khung, khuôn khổ",We built a clear framework.,FALSE,2044,55.42,35
zone,1885,B2,n,/zˈoʊn/,"khu vực, vùng",This is a no-parking zone.,FALSE,2045,55.42,35
restrict,1886,B2,v,/ɹistɹˈɪkt/,"hạn chế, giới hạn",They restrict access to the area.,FALSE,2046,55.42,35
trace,1887,B2,n,/tɹˈeɪs/,dấu vết,There was no trace of the animal.,FALSE,2047,55.41,35
inch,1888,B2,n,/ˈɪntʃ/,insơ (đơn vị đo),The nail is one inch long.,FALSE,2048,55.41,35
equivalent,1889,B2,adj,/ɪkwˈɪvələnt/,tương đương,A dollar is equivalent to this amount.,FALSE,2049,55.41,35
solid,1890,B2,adj,/sˈɑləd/,"rắn, đặc; vững chắc",Ice is solid water.,FALSE,2050,55.39,35
enterprise,1891,B2,n,/ˈɛntɚpɹˌaɪz/,doanh nghiệp; sự nghiệp,She started a small enterprise.,FALSE,2051,55.39,35
elderly,1892,B2,adj,/ˈɛldɚli/,"cao tuổi, lớn tuổi",He helps elderly people.,FALSE,2052,55.39,35
owe,1893,B2,v,/ˈoʊ/,"nợ, mắc nợ",I owe you ten dollars.,FALSE,2053,55.39,35
governor,1894,B2,n,/ɡˈʌvɚnɚ/,thống đốc,The governor visited the school.,FALSE,2054,55.38,35
uniform,1895,B2,n,/jˈunəfˌɔɹm/,đồng phục,Students wear a school uniform.,TRUE,2055,55.38,35
port,1896,B2,n,/pˈɔɹt/,cảng,The ship arrived at the port.,TRUE,2056,55.37,34
pitch,1897,B2,n,/pˈɪtʃ/,sân (thể thao); độ cao (âm),The football pitch is muddy.,TRUE,2057,55.37,34
arrival,1898,B2,n,/ɚˈaɪvəl/,"sự đến, sự tới nơi",We waited for their arrival.,FALSE,2058,55.37,34
contemporary,1899,B2,adj,/kəntˈɛmpɚˌɛɹi/,"đương đại, hiện đại",I like contemporary art.,FALSE,2059,55.36,34
gate,1900,B2,n,/ɡˈeɪt/,"cổng, cửa",Please close the gate.,TRUE,2060,55.36,34
ease,1901,B2,n,/ˈiz/,"sự dễ dàng, thoải mái",She passed the test with ease.,FALSE,2061,55.36,34
beer,1902,B2,n,/bˈɪɹ/,bia,He drank a glass of beer.,TRUE,2062,55.36,34
specialist,1903,B2,n,/spˈɛʃələst/,chuyên gia,See a specialist for your eyes.,FALSE,2063,55.35,34
assure,1904,B2,v,/əʃˈʊɹ/,"đảm bảo, cam đoan",I assure you it is safe.,FALSE,2064,55.35,34
profile,1905,B2,n,/pɹˈoʊfˌaɪl/,hồ sơ; hình dáng nghiêng,Update your online profile.,FALSE,2065,55.35,34
mood,1906,B2,n,/mˈud/,tâm trạng,She is in a good mood today.,FALSE,2066,55.34,34
episode,1907,B2,n,/ˈɛpəsˌoʊd/,tập (phim); sự kiện,I watched the last episode.,FALSE,2067,55.34,34
crack,1908,B2,n,/kɹˈæk/,vết nứt,There is a crack in the wall.,FALSE,2068,55.33,34
numerous,1909,B2,adj,/nˈumɚəs/,"nhiều, vô số",She has numerous friends.,FALSE,2069,55.33,34
submit,1910,B2,v,/səbmˈɪt/,nộp; đệ trình,Submit your homework by Friday.,FALSE,2070,55.32,34
symptom,1911,B2,n,/sˈɪmptəm/,triệu chứng,A fever is a common symptom.,FALSE,2071,55.32,34
virtually,1912,B2,adv,/vˈɝtʃuəli/,"hầu như, gần như",The work is virtually done.,FALSE,2072,55.31,34
era,1913,B2,n,/ˈɛɹə/,"thời đại, kỷ nguyên",We live in a digital era.,FALSE,2073,55.31,34
coverage,1914,B2,n,/kˈʌvɚədʒ/,sự đưa tin; phạm vi bao phủ,The news coverage was wide.,FALSE,2074,55.3,34
tension,1915,B2,n,/tˈɛnʃən/,sự căng thẳng,There was tension in the room.,FALSE,2075,55.3,34
cable,1916,B2,n,/kˈeɪbəl/,dây cáp,Connect the cable to the TV.,TRUE,2076,55.29,34
sensitive,1917,B2,adj,/sˈɛnsətɪv/,nhạy cảm,This is a sensitive topic.,FALSE,2077,55.29,34
nervous,1918,B2,adj,/nˈɝvəs/,"lo lắng, hồi hộp",I feel nervous before exams.,FALSE,2078,55.29,34
input,1919,B2,n,/ˈɪnpˌʊt/,dữ liệu nhập; sự đóng góp,Thank you for your input.,FALSE,2079,55.29,34
isolate,1920,B2,v,/ˈaɪsəlˌeɪt/,"cô lập, tách biệt",They isolated the sick birds.,FALSE,2080,55.28,34
prisoner,1921,B2,n,/pɹˈɪzənɚ/,tù nhân,The prisoner was released.,FALSE,2081,55.27,34
eliminate,1922,B2,v,/ɪlˈɪmənˌeɪt/,"loại bỏ, loại trừ",We must eliminate errors.,FALSE,2082,55.27,34
tight,1923,B2,adj,/tˈaɪt/,chật; chặt,These shoes are too tight.,FALSE,2083,55.27,34
wet,1924,B2,adj,/wˈɛt/,ướt,The grass is wet this morning.,FALSE,2084,55.27,34
secondary,1925,B2,adj,/sˈɛkəndˌɛɹi/,thứ cấp; trung học,She teaches at a secondary school.,FALSE,2085,55.26,34
welfare,1926,B2,n,/wˈɛlfˌɛɹ/,phúc lợi; sự an sinh,The government supports child welfare.,FALSE,2086,55.26,34
recruit,1927,B2,v,/ɹəkɹˈut/,"tuyển dụng, chiêu mộ",They recruit new staff yearly.,FALSE,2087,55.26,34
exclude,1928,B2,v,/ɪksklˈud/,"loại trừ, không tính",The price excludes tax.,FALSE,2088,55.25,34
string,1929,B2,n,/stɹˈɪŋ/,"dây, sợi",Tie the box with string.,TRUE,2089,55.25,33
cloud,1930,B2,n,/klˈaʊd/,đám mây,There is not a cloud in the sky.,TRUE,2090,55.25,33
persuade,1931,B2,v,/pɚswˈeɪd/,thuyết phục,She persuaded me to join.,FALSE,2091,55.25,33
inspire,1932,B2,v,/ˌɪnspˈaɪɹ/,truyền cảm hứng,Her story inspired many people.,FALSE,2092,55.24,33
grand,1933,B2,adj,/ɡɹˈænd/,"hoành tráng, lớn",They stayed at a grand hotel.,FALSE,2093,55.24,33
crew,1934,B2,n,/kɹˈu/,"đội, tổ (làm việc)",The ship's crew worked hard.,FALSE,2095,55.23,33
phenomenon,1935,B2,n,/fənˈɑmənˌɑn/,hiện tượng,Rainbows are a natural phenomenon.,FALSE,2096,55.23,33
pupil,1936,B2,n,/pjˈupəl/,học sinh,The pupils listened to the teacher.,FALSE,2097,55.23,33
FALSE,1937,B2,adj,/fˈɔls/,sai; giả,This statement is false.,FALSE,2098,55.23,33
assist,1938,B2,v,/əsˈɪst/,"giúp đỡ, hỗ trợ",A nurse assisted the doctor.,FALSE,2099,55.22,33
restore,1939,B2,v,/ɹɪstˈɔɹ/,"khôi phục, phục hồi",They restored the old building.,FALSE,2100,55.22,33
formula,1940,B2,n,/fˈɔɹmjələ/,công thức,Learn the math formula.,FALSE,2101,55.21,33
alter,1941,B2,v,/ˈɔltɚ/,"thay đổi, sửa đổi",She altered the dress to fit.,FALSE,2102,55.21,33
perceive,1942,B2,v,/pɚsˈiv/,"nhận thức, cảm nhận",People perceive colors differently.,FALSE,2103,55.2,33
routine,1943,B2,n,/ɹutˈin/,"thói quen, lịch trình",I have a morning routine.,FALSE,2104,55.2,33
sink,1944,B2,n,/sˈɪŋk/,bồn rửa,Wash the dishes in the sink.,TRUE,2105,55.19,33
stare,1945,B2,v,/stˈɛɹ/,nhìn chằm chằm,Don't stare at strangers.,FALSE,2106,55.19,33
anymore,1946,B2,adv,/ˌɛnimˈɔɹ/,không còn nữa,I don't live here anymore.,FALSE,2107,55.19,33
hero,1947,B2,n,/hˈɪɹoʊ/,"người hùng, anh hùng",The firefighter is a hero.,FALSE,2108,55.18,33
supporter,1948,B2,n,/səpˈɔɹtɚ/,"người ủng hộ, cổ động viên",She is a loyal supporter.,FALSE,2109,55.18,33
convert,1949,B2,v,/kˈɑnvɚt/,chuyển đổi,Convert the file to PDF.,FALSE,2110,55.18,33
steady,1950,B2,adj,/stˈɛdi/,đều đặn; vững vàng,He made steady progress.,FALSE,2111,55.18,33
meter,1951,B2,n,/mˈitɚ/,mét; đồng hồ đo,The room is five meters long.,TRUE,2112,55.17,33
truck,1952,B2,n,/tɹˈʌk/,xe tải,The truck carried heavy boxes.,TRUE,2113,55.17,33
nose,1953,B2,n,/nˈoʊz/,cái mũi,The dog has a wet nose.,TRUE,2114,55.17,33
beside,1954,B2,prep,/bɪsˈaɪd/,bên cạnh,"Sit beside me, please.",FALSE,2115,55.17,33
sail,1955,B2,v,/sˈeɪl/,"đi thuyền, giương buồm",They sailed across the sea.,FALSE,2116,55.17,33
